id,title,year,parental_guid,runtime,storyline,gross_us_canada,movie_id,parental_guide
,Die Hard,1988,,132,"NYPD cop John McClane goes on a Christmas vacation to visit his wife Holly in Los Angeles where she works for the Nakatomi Corporation. While they are at the Nakatomi headquarters for a Christmas party, a group of robbers led by Hans Gruber take control of the building and hold everyone hostage, with the exception of John, while they plan to perform a lucrative heist. Unable to escape and with no immediate police response, John is forced to take matters into his own hands.","$83,844,093",tt0095016,R
,Taxi Driver,1976,,114,"Travis Bickle is an ex-Marine and Vietnam War veteran living in New York City. As he suffers from insomnia, he spends his time working as a taxi driver at night, watching porn movies at seedy cinemas during the day, or thinking about how the world, New York in particular, has deteriorated into a cesspool. He&#39;s a loner who has strong opinions about what is right and wrong with mankind. For him, the one bright spot in humanity is Betsy, a worker on the presidential nomination campaign of Senator Charles Palantine. After an incident, he believes he has to do whatever he needs to make the world a better place.","$28,262,574",tt0075314,R
,Indiana Jones and the Last Crusade,1989,,127,"An art collector appeals to Indiana Jones to embark on a search for the Holy Grail. He learns that another archaeologist has disappeared while searching for the precious goblet, and the missing man is his own father, Dr. Henry Jones. The artifact is much harder to find than they expected, and its powers are too much for those impure of heart.","$197,171,806",tt0097576,PG-13
,Snatch,2000,,104,"Turkish and his close friend/accomplice Tommy get pulled into the world of match fixing by the notorious Brick Top. Things get complicated when the boxer they had lined up gets badly beaten by Mickey, who comes into the equation after Turkish, an unlicensed boxing promoter wants to buy a caravan off of Travellers. They then try to convince Mickey not only to fight for them, but to lose for them too. Whilst all this is going on, a huge diamond heist takes place, and a fistful of motley characters enter the story, including &#39;Cousin Avi&#39;, &#39;Boris The Blade&#39;, &#39;Franky Four Fingers&#39; and &#39;Bullet Tooth Tony&#39;. Things go from bad to worse as it all becomes about the money, the guns, and the damned dog.","$30,328,156",tt0208092,R
,Ladri di biciclette,1948,,89,"Antonio Ricci, an unemployed man in the depressed post-WWII economy of Italy, finally gets a job hanging up posters, but he needs a bicycle. But when his bicycle is stolen,, he and son walk the streets of Rome looking for it. Antonio finally manages to locate the thief, but with no proof he must abandon his cause. But he and his son know perfectly well that without a bike, Antonio won&#39;t be able to keep his job.","$371,111",tt0040522,Not Rated
,Taare Zameen Par,2007,,165,"Ishaan Awasthi is an eight-year-old child whose world is filled with wonders that no one else seems to appretiate are just not important in the world of adults, who are much more interested in things like homework, marks and neatness. And Ishaan just cannot seem to get anything right in class. When he gets into far more trouble than his parents can handle, he is packed off to a boarding school to &#39;be disciplined&#39;. Things are no different at his new school, and Ishaan has to contend with the added trauma of separation from his family. One day a new art teacher bursts onto the scene, Ram Shankar Nikumbh, who infects the students with joy and optimism. He breaks all the rules of &#39;how things are done&#39; by asking them to think, dream and imagine, and all the children respond with enthusiasm, all except Ishaan. Nikumbh soon realizes that Ishaan is very unhappy, and he sets out to discover why. With time, patience and care, he ultimately helps Ishaan find himself.","$1,223,869",tt0986264,PG
,1917,2019,,119,"April 1917, the Western Front. Two British soldiers are sent to deliver an urgent message to an isolated regiment. If the message is not received in time the regiment will walk into a trap and be massacred. To get to the regiment they will need to cross through enemy territory. Time is of the essence and the journey will be fraught with danger.","$159,227,644",tt8579674,R
,Top Gun: Maverick,2022,,130,"Set 30 years after its predecessor, it follows Maverick&#39;s return to the United States Navy Strike Fighter Tactics Instructor program (also known as U.S. Navy-Fighter Weapons School - &quot;TOPGUN&quot;), where he must confront his past as he trains a group of younger pilots, among them the son of Maverick&#39;s deceased best friend Lieutenant Nick &quot;Goose&quot; Bradshaw, USN.","$718,732,821",tt1745960,PG-13
,Der Untergang,2004,,156,"Charting the last 10 days of Hitler&#39;s life, from his 56th birthday on April 20th, 1945 to his suicide on April 30th, Downfall uses multiple characters to show the chaos of a country coming apart at the seams, from Hitler&#39;s henchman under the streets of Berlin, to the soldiers and civilians fighting and dying as the Soviet Army ravaged the city above. Nominated for an Oscar for Best Foreign Language Film in 2005.","$5,509,040",tt0363163,R
,Dangal,2016,,161,"Biopic of <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm10059137/"">Mahavir Singh Phogat</a>, who taught wrestling to his daughters <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm10058909/"">Babita Kumari</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm9858046/"">Geeta Phogat</a>. Geeta Phogat was India&#39;s first female wrestler to win at the 2010 Commonwealth Games, where she won the gold medal (55 kg) while her sister Babita Kumari won the silver (51 kg).","$12,391,761",tt5074352,Not Rated
,Per qualche dollaro in più,1965,,132,"Drifting from town to town, the poncho-clad Man with No Name and the lightning-fast right hand rides into the town of El Paso in search of maniacal escaped convict El Indio. It&#39;s been 18 short months since the deadly confrontation in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0058461/"">A Fistful of Dollars (1964)</a>, and this time, the solitary stranger, now a professional bounty hunter, must go against his beliefs and do the unthinkable: join forces with hawk-eyed marksman Colonel Douglas Mortimer to collect the hefty reward. Now, as El Indio and his cut-throats have already set their sights on robbing the crammed-with-cash Bank of El Paso, the stage is set for a bloody showdown at high noon, against the backdrop of silent double-crosses and fragile allegiances. But, is it worth dicing with death for a few dollars more?","$15,000,000",tt0059578,R
,Batman Begins,2005,,140,"When his parents are killed, billionaire playboy Bruce Wayne relocates to Asia, where he is mentored by Henri Ducard and Ra&#39;s Al Ghul in how to fight evil. When learning about the plan to wipe out evil in Gotham City by Ducard, Bruce prevents this plan from getting any further and heads back to his home. Back in his original surroundings, Bruce adopts the image of a bat to strike fear into the criminals and the corrupt as the icon known as &quot;Batman&quot;. But it doesn&#39;t stay quiet for long.","$206,863,479",tt0372784,PG-13
